deal_type,obj_type,district,count,share_pct,grade,rank
продажа,Коммерческий участок,микрорайон Зайкова,1,0.2,C,113
продажа,Коммерческий участок,Якуши-1 КП,1,0.2,C,114
продажа,Коммерческий участок,Архип с/о,1,0.2,C,115
продажа,Коммерческий участок,Тавда,1,0.2,C,116
продажа,Коммерческий участок,Новоуфимка,1,0.2,C,117
продажа,Коммерческий участок,Рабочий посёлок мкр.,1,0.2,C,118
продажа,Коммерческий участок,Пушкин мкр.,1,0.2,C,119
продажа,Коммерческий участок,урочище Медвежье,1,0.2,C,120
продажа,Коммерческий участок,микрорайон Энтузиастов,1,0.2,C,121
продажа,Коммерческий участок,Насекина д.,1,0.2,C,122
продажа,Коммерческий участок,территория Южный Подъём,1,0.2,C,123
продажа,Коммерческий участок,Подъем п.,1,0.2,C,124
продажа,Коммерческий участок,микрорайон Мелиораторов,1,0.2,C,125
продажа,Коммерческий участок,Вольные угодья КП,1,0.2,C,126
продажа,Коммерческий участок,Винзили рп.,1,0.2,C,127
продажа,Коммерческий участок,Гужевое,1,0.2,C,128
продажа,Коммерческий участок,Новая Деревня,1,0.2,C,129
продажа,Коммерческий участок,Ватутина мкр.,1,0.2,C,130
продажа,Коммерческий участок,Княжево с.,1,0.2,C,131
продажа,Коммерческий участок,Удачное с/о,1,0.2,C,132
продажа,Коммерческий участок,Нижние Тарманы д.,1,0.2,C,133
продажа,Коммерческий участок,Зырянка д.,1,0.2,C,134
продажа,Коммерческий участок,Целинное с/о,1,0.2,C,135
продажа,Коммерческий участок,Новоатьялово,1,0.2,C,136
продажа,Коммерческий участок,Войновка мкр.,1,0.2,C,137
продажа,Коммерческий участок,Посохова д.,1,0.2,C,138
продажа,Коммерческий участок,Геолог-3 с/о,1,0.2,C,139
продажа,Коммерческий участок,Тюнево с.,1,0.2,C,140
продажа,Коммерческий участок,Копытова мкр.,1,0.2,C,141
продажа,Коммерческий участок,Парфёново мкр.,1,0.2,C,142
продажа,Офисное помещение,Центр: Исторический,54,19.3,A+,1
продажа,Офисное помещение,Центр: КПД,47,16.8,A+,2
продажа,Офисное помещение,Центр: Драмтеатр,32,11.4,A+,3
продажа,Офисное помещение,Восточный р-н,27,9.6,A,4
продажа,Офисное помещение,Боровский рп.,24,8.6,A,5
продажа,Офисное помещение,1 мкр,16,5.7,A,6
продажа,Офисное помещение,Центр: Дом печати,10,3.6,A,7
продажа,Офисное помещение,Дом Обороны,8,2.9,B,8
продажа,Офисное помещение,Электрон,7,2.5,B,9
продажа,Офисное помещение,2 мкр,5,1.8,B,10
продажа,Офисное помещение,Центр: Студгородок,4,1.4,B,11
продажа,Офисное помещение,Заречный мкр.,4,1.4,B,12
продажа,Офисное помещение,Червишевский тракт мкр.,4,1.4,B,13
продажа,Офисное помещение,Тюменский 1-й мкр.,4,1.4,B,14
продажа,Офисное помещение,Дударева д.,3,1.1,B,15
продажа,Офисное помещение,1-й Заречный мкр,3,1.1,C,16
продажа,Офисное помещение,3 мкр,3,1.1,C,17
продажа,Офисное помещение,Южный,2,0.7,C,18
продажа,Офисное помещение,6 мкр,2,0.7,C,19
продажа,Офисное помещение,Восточный 2 мкр.,2,0.7,C,20
продажа,Офисное помещение,Лесобаза: Тура мкр,1,0.4,C,21
продажа,Офисное помещение,Комарово мкр.,1,0.4,C,22
продажа,Офисное помещение,Воровского,1,0.4,C,23
продажа,Офисное помещение,У озера квартал,1,0.4,C,24
продажа,Офисное помещение,Центральный округ,1,0.4,C,25
продажа,Офисное помещение,микрорайон Воронина,1,0.4,C,26
продажа,Офисное помещение,Тавда,1,0.4,C,27
продажа,Офисное помещение,Войновка мкр.,1,0.4,C,28
продажа,Офисное помещение,Гилевская Роща,1,0.4,C,29
продажа,Офисное помещение,микрорайон Тюменский-1,1,0.4,C,30
продажа,Офисное помещение,Тюменский 3-й мкр.,1,0.4,C,31
продажа,Офисное помещение,Княжева мкр.,1,0.4,C,32
продажа,Офисное помещение,Винзили рп.,1,0.4,C,33
продажа,Офисное помещение,Рабочий посёлок мкр.,1,0.4,C,34
продажа,Офисное помещение,квартал 1-й Участок,1,0.4,C,35
продажа,Офисное помещение,Ново-Патрушево мкр.,1,0.4,C,36
продажа,Офисное помещение,6-й микрорайон,1,0.4,C,37
продажа,Офисное помещение,МЖК,1,0.4,C,38
продажа,Офисное помещение,Московский тракт мкр.,1,0.4,C,39
продажа,Свободного назначения,Плеханово,215,14.3,A+,1
продажа,Свободного назначения,Червишевский тракт мкр.,69,4.6,A+,2
продажа,Свободного назначения,Дом Обороны,69,4.6,A+,3
продажа,Свободного назначения,Лесобаза мкр.,66,4.4,A+,4
продажа,Свободного назначения,Центр: Дом печати,57,3.8,A+,5
продажа,Свободного назначения,Центр: КПД,54,3.6,A+,6
продажа,Свободного назначения,Дударева д.,47,3.1,A+,7
продажа,Свободного назначения,Мыс мкр.,46,3.1,A+,8
продажа,Свободного назначения,Центр: Драмтеатр,45,3.0,A+,9
продажа,Свободного назначения,Тюменская слобода мкр.,44,2.9,A+,10
продажа,Свободного назначения,5-й Заречный мкр,43,2.9,A,11
продажа,Свободного назначения,Европейский мкр.,40,2.7,A,12
продажа,Свободного назначения,Центр: Исторический,36,2.4,A,13
продажа,Свободного назначения,null,36,2.4,A,14
продажа,Свободного назначения,Центр: Студгородок,29,1.9,A,15
продажа,Свободного назначения,микрорайон ДОК,28,1.9,A,16
продажа,Свободного назначения,Комарово Парк мкр.,28,1.9,A,17
продажа,Свободного назначения,Электрон,28,1.9,A,18
продажа,Свободного назначения,ДОК,19,1.3,A,19
продажа,Свободного назначения,2-й Заречный мкр,18,1.2,A,20
продажа,Свободного назначения,"Калининский округ, жилой район Комарово Парк",17,1.1,A,21
продажа,Свободного назначения,Заречный мкр.,16,1.1,A,22
продажа,Свободного назначения,У озера квартал,16,1.1,A,23
продажа,Свободного назначения,Тюменский 1-й мкр.,15,1.0,A,24
продажа,Свободного назначения,жилой комплекс Сибирский,15,1.0,A,25
продажа,Свободного назначения,жилой район Айвазовский Сити,15,1.0,A,26
продажа,Свободного назначения,3-й Заречный мкр,14,0.9,A,27
продажа,Свободного назначения,Южный,14,0.9,B,28
продажа,Свободного назначения,микрорайон Мыс,13,0.9,B,29
продажа,Свободного назначения,Ново-Комарово,13,0.9,B,30
продажа,Свободного назначения,Московский тракт мкр.,13,0.9,B,31
продажа,Свободного назначения,Маяк мкр.,12,0.8,B,32
продажа,Свободного назначения,1-й Заречный мкр,12,0.8,B,33
продажа,Свободного назначения,МЖК,10,0.7,B,34
продажа,Свободного назначения,жилой комплекс Ботаника,10,0.7,B,35
продажа,Свободного назначения,"микрорайон ДОК, ЖК Октябрьский на Туре",10,0.7,B,36
продажа,Свободного назначения,2 мкр,8,0.5,B,37
продажа,Свободного назначения,1 мкр,8,0.5,B,38
продажа,Свободного назначения,СМП,8,0.5,B,39
продажа,Свободного назначения,6 мкр,7,0.5,B,40
продажа,Свободного назначения,"микрорайон Тюменская Слобода, жилой комплекс Уездные Кварталы",7,0.5,B,41
продажа,Свободного назначения,жилой комплекс Набережный Квартал,7,0.5,B,42
продажа,Свободного назначения,Кулаково с.,7,0.5,B,43
продажа,Свободного назначения,Лесобаза: Тура мкр,6,0.4,B,44
продажа,Свободного назначения,Ново-Патрушево мкр.,6,0.4,B,45
продажа,Свободного назначения,Боровский рп.,6,0.4,B,46
продажа,Свободного назначения,Ленинский округ,6,0.4,B,47
продажа,Свободного назначения,Воровского,5,0.3,B,48
продажа,Свободного назначения,Дербыши д.,5,0.3,B,49
продажа,Свободного назначения,Винзили рп.,5,0.3,B,50
продажа,Свободного назначения,Войновка мкр.,5,0.3,B,51
продажа,Свободного назначения,Тюменский 3-й мкр.,5,0.3,B,52
продажа,Свободного назначения,Югра мкр.,5,0.3,B,53
продажа,Свободного назначения,жилой комплекс Чаркова 72,5,0.3,B,54
продажа,Свободного назначения,жилой комплекс В Гагаринском Парке,5,0.3,B,55
продажа,Свободного назначения,Восточный 2 мкр.,4,0.3,B,56
продажа,Свободного назначения,Восточный р-н,4,0.3,C,57
продажа,Свободного назначения,Московский п.,4,0.3,C,58
продажа,Свободного назначения,4 мкр,4,0.3,C,59
продажа,Свободного назначения,Рощино мкр.,4,0.3,C,60
продажа,Свободного назначения,3 мкр,4,0.3,C,61
продажа,Свободного назначения,"микрорайон Лесобаза, жилой комплекс Кедровый Берег",4,0.3,C,62
продажа,Свободного назначения,Стрела,4,0.3,C,63
продажа,Свободного назначения,Плодовое с/о (Ирбитский тракт),4,0.3,C,64
продажа,Свободного назначения,Патрушева д.,3,0.2,C,65
продажа,Свободного назначения,Тарманы мкр.,3,0.2,C,66
продажа,Свободного назначения,микрорайон Войновка,3,0.2,C,67
продажа,Свободного назначения,микрорайон Тюменский-2,3,0.2,C,68
продажа,Свободного назначения,микрорайон Восточный,3,0.2,C,69
продажа,Свободного назначения,ЖК Символ,3,0.2,C,70
продажа,Свободного назначения,Ватутина мкр.,3,0.2,C,71
продажа,Свободного назначения,ЖК Мириады,3,0.2,C,72
продажа,Свободного назначения,"Ленинский округ, ЖК Беринг",3,0.2,C,73
продажа,Свободного назначения,Андреевский,2,0.1,C,74
продажа,Свободного назначения,Гилевская Роща,2,0.1,C,75
продажа,Свободного назначения,Шорохово с.,2,0.1,C,76
продажа,Свободного назначения,Весна с/о,2,0.1,C,77
продажа,Свободного назначения,микрорайон Мелиораторов,2,0.1,C,78
продажа,Свободного назначения,Тугулым пгт,2,0.1,C,79
продажа,Свободного назначения,микрорайон Рощино,2,0.1,C,80
продажа,Свободного назначения,жилой комплекс Айвазовский Сити,2,0.1,C,81
продажа,Свободного назначения,6-й микрорайон,2,0.1,C,82
продажа,Свободного назначения,"Ленинский округ, жилой комплекс Спутник-2",2,0.1,C,83
продажа,Свободного назначения,Центр,2,0.1,C,84
продажа,Свободного назначения,Тюменский 2-й мкр.,2,0.1,C,85
продажа,Свободного назначения,Падерина д.,2,0.1,C,86
продажа,Свободного назначения,жилой комплекс Речной Порт,2,0.1,C,87
продажа,Свободного назначения,жилой комплекс Дом на Большой Спасской,1,0.1,C,88
продажа,Свободного назначения,Пышма д.,1,0.1,C,89
продажа,Свободного назначения,Комарово мкр.,1,0.1,C,90
продажа,Свободного назначения,Спутник с/о,1,0.1,C,91
продажа,Свободного назначения,5 мкр,1,0.1,C,92
продажа,Свободного назначения,Велижаны с.,1,0.1,C,93
продажа,Свободного назначения,Богандинский пгт,1,0.1,C,94
продажа,Свободного назначения,Червишево с.,1,0.1,C,95
продажа,Свободного назначения,Трудовик с/о,1,0.1,C,96
продажа,Свободного назначения,Центральный округ,1,0.1,C,97
продажа,Свободного назначения,Нефтяников мкр.,1,0.1,C,98
продажа,Свободного назначения,Тюнево с.,1,0.1,C,99
продажа,Свободного назначения,Созоново,1,0.1,C,100
продажа,Свободного назначения,Вишенка с/о (Салаирский тракт),1,0.1,C,101
продажа,Свободного назначения,Каскара с.,1,0.1,C,102
продажа,Свободного назначения,Юргинское,1,0.1,C,103
продажа,Свободного назначения,Ожогина д.,1,0.1,C,104
продажа,Свободного назначения,Ембаево с.,1,0.1,C,105
продажа,Свободного назначения,микрорайон Тюменский-1,1,0.1,C,106
продажа,Свободного назначения,Тура с/о,1,0.1,C,107
продажа,Свободного назначения,микрорайон Антипино,1,0.1,C,108
продажа,Свободного назначения,Горгаз,1,0.1,C,109
продажа,Свободного назначения,Зубарева д.,1,0.1,C,110
продажа,Свободного назначения,Борки с.,1,0.1,C,111
продажа,Свободного назначения,микрорайон Парфёново,1,0.1,C,112
продажа,Свободного назначения,Юргинское с.,1,0.1,C,113
продажа,Свободного назначения,Загородный дом с/о,1,0.1,C,114
продажа,Свободного назначения,Княжева мкр.,1,0.1,C,115
продажа,Свободного назначения,Кыштырла д.,1,0.1,C,116
продажа,Свободного назначения,Салаирка с.,1,0.1,C,117
продажа,Свободного назначения,Молчанова д.,1,0.1,C,118
продажа,Свободного назначения,микрорайон Матмасы,1,0.1,C,119
продажа,Свободного назначения,особая экономическая зона туристско-рекреационного типа Бирюзовая Катунь,1,0.1,C,120
продажа,Свободного назначения,Фиалка с/о,1,0.1,C,121
продажа,Свободного назначения,Рассвет с/о,1,0.1,C,122
продажа,Свободного назначения,Якуши-2 КП,1,0.1,C,123
продажа,Свободного назначения,Черепаново с.,1,0.1,C,124
продажа,Свободного назначения,Туринская слобода с.,1,0.1,C,125
продажа,Свободного назначения,Мальково с.,1,0.1,C,126
продажа,Свободного назначения,жилой комплекс Квартал Культура,1,0.1,C,127
продажа,Свободного назначения,Ушаково КП,1,0.1,C,128
продажа,Свободного назначения,Плоское д,1,0.1,C,129
продажа,Свободного назначения,Липовый остров с/о,1,0.1,C,130
продажа,Свободного назначения,Туртас,1,0.1,C,131
продажа,Свободного назначения,Пышминка д.,1,0.1,C,132
продажа,Свободного назначения,Зеленые Холмы КП,1,0.1,C,133
продажа,Свободного назначения,жилой комплекс Космо,1,0.1,C,134
продажа,Свободного назначения,Луговое с.,1,0.1,C,135
продажа,Свободного назначения,Сундукуль СНТ,1,0.1,C,136
продажа,Свободного назначения,КСМ,1,0.1,C,137
продажа,Свободного назначения,Перевалово с.,1,0.1,C,138
продажа,Свободного назначения,Западный,1,0.1,C,139
продажа,Свободного назначения,Онохино с.,1,0.1,C,140
продажа,Свободного назначения,микрорайон Энтузиастов,1,0.1,C,141
продажа,Свободного назначения,Ушакова д.,1,0.1,C,142
продажа,Свободного назначения,посёлок Букино,1,0.1,C,143
продажа,Свободного назначения,Зайкова мкр.,1,0.1,C,144
продажа,Свободного назначения,ЖК Айвазовский Сити,1,0.1,C,145
продажа,Свободного назначения,Мелиоратор с/о (Велижанский тракт),1,0.1,C,146
продажа,Свободного назначения,Решетникова д.,1,0.1,C,147
продажа,Свободного назначения,микрорайон Тарманы,1,0.1,C,148
продажа,Свободного назначения,Усть-Ницинское с.,1,0.1,C,149
продажа,Свободного назначения,Лесобаза: Казачьи Луга мкр.,1,0.1,C,150
продажа,Свободного назначения,Восточный 3 мкр.,1,0.1,C,151
продажа,Свободного назначения,Горьковка с.,1,0.1,C,152
продажа,Торговое помещение,Дом Обороны,31,9.7,A+,1
продажа,Торговое помещение,Центр: Драмтеатр,26,8.2,A+,2
продажа,Торговое помещение,Стрела,22,6.9,A+,3
продажа,Торговое помещение,Центр: Исторический,22,6.9,A+,4
продажа,Торговое помещение,Червишевский тракт мкр.,13,4.1,A+,5
продажа,Торговое помещение,Центр: КПД,10,3.1,A+,6
продажа,Торговое помещение,Московский тракт мкр.,10,3.1,A+,7
продажа,Торговое помещение,2 мкр,7,2.2,A+,8
продажа,Торговое помещение,Центр: Студгородок,6,1.9,A+,9
продажа,Торговое помещение,ДОК,6,1.9,A+,10
продажа,Торговое помещение,Нижняя Тавда с.,6,1.9,A+,11
продажа,Торговое помещение,Югра мкр.,6,1.9,A,12
продажа,Торговое помещение,null,5,1.6,A,13
продажа,Торговое помещение,Лесобаза мкр.,5,1.6,A,14
продажа,Торговое помещение,Исетское,5,1.6,A,15
продажа,Торговое помещение,2-й Заречный мкр,5,1.6,A,16
продажа,Торговое помещение,Рощино мкр.,4,1.3,A,17
продажа,Торговое помещение,Тавда,4,1.3,A,18
продажа,Торговое помещение,3-й Заречный мкр,4,1.3,A,19
продажа,Торговое помещение,6 мкр,4,1.3,A,20
продажа,Торговое помещение,Тюменский 2-й мкр.,3,0.9,A,21
продажа,Торговое помещение,Тюменский 1-й мкр.,3,0.9,A,22
продажа,Торговое помещение,Червишево с.,3,0.9,A,23
продажа,Торговое помещение,Ново-Комарово,3,0.9,A,24
продажа,Торговое помещение,Московский п.,3,0.9,A,25
продажа,Торговое помещение,Ново-Патрушево мкр.,3,0.9,A,26
продажа,Торговое помещение,Воровского,3,0.9,A,27
продажа,Торговое помещение,Тугулым пгт,3,0.9,A,28
продажа,Торговое помещение,Тюменский 3-й мкр.,3,0.9,A,29
продажа,Торговое помещение,Центр: Дом печати,3,0.9,A,30
продажа,Торговое помещение,Ярково с.,3,0.9,A,31
продажа,Торговое помещение,Комарово Парк мкр.,3,0.9,A,32
продажа,Торговое помещение,МЖК,2,0.6,B,33
продажа,Торговое помещение,Падерина д.,2,0.6,B,34
продажа,Торговое помещение,микрорайон Тарманы,2,0.6,B,35
продажа,Торговое помещение,Плеханово,2,0.6,B,36
продажа,Торговое помещение,Винзили рп.,2,0.6,B,37
продажа,Торговое помещение,микрорайон Матмасы,2,0.6,B,38
продажа,Торговое помещение,Дударева д.,2,0.6,B,39
продажа,Торговое помещение,Тюменская слобода мкр.,2,0.6,B,40
продажа,Торговое помещение,Южный,2,0.6,B,41
продажа,Торговое помещение,микрорайон Антипино,2,0.6,B,42
продажа,Торговое помещение,микрорайон ДОК,2,0.6,B,43
продажа,Торговое помещение,Европейский мкр.,2,0.6,B,44
продажа,Торговое помещение,Андреевский,2,0.6,B,45
продажа,Торговое помещение,Мальково с.,2,0.6,B,46
продажа,Торговое помещение,5 мкр,2,0.6,B,47
продажа,Торговое помещение,У озера квартал,2,0.6,B,48
продажа,Торговое помещение,Лесобаза: Казачьи Луга мкр.,2,0.6,B,49
продажа,Торговое помещение,4 мкр,2,0.6,B,50
продажа,Торговое помещение,Долина Есаулова КП,1,0.3,B,51
продажа,Торговое помещение,Тарманы мкр.,1,0.3,B,52
продажа,Торговое помещение,Горьковка с.,1,0.3,B,53
продажа,Торговое помещение,Новотарманский п.,1,0.3,B,54
продажа,Торговое помещение,Борки с.,1,0.3,B,55
продажа,Торговое помещение,Гилёва д.,1,0.3,B,56
продажа,Торговое помещение,Комарово мкр.,1,0.3,B,57
продажа,Торговое помещение,микрорайон Войновка,1,0.3,B,58
продажа,Торговое помещение,Восточный 2 мкр.,1,0.3,B,59
продажа,Торговое помещение,микрорайон Труфаново,1,0.3,B,60
продажа,Торговое помещение,Сладково с,1,0.3,B,61
продажа,Торговое помещение,Каскара с.,1,0.3,B,62
продажа,Торговое помещение,жилой комплекс Космо,1,0.3,B,63
продажа,Торговое помещение,Геолог-2 с/о,1,0.3,C,64
продажа,Торговое помещение,Сельмаш,1,0.3,C,65
продажа,Торговое помещение,Рафайлово,1,0.3,C,66
продажа,Торговое помещение,1-й Заречный мкр,1,0.3,C,67
продажа,Торговое помещение,Дубровное с.,1,0.3,C,68
продажа,Торговое помещение,Лесная поляна с/о (Салаирский тракт),1,0.3,C,69
продажа,Торговое помещение,Насекина д.,1,0.3,C,70
продажа,Торговое помещение,Лесобаза: Тура мкр,1,0.3,C,71
продажа,Торговое помещение,Кошуки,1,0.3,C,72
продажа,Торговое помещение,Лесозаводский,1,0.3,C,73
продажа,Торговое помещение,Серебряный бор с/о,1,0.3,C,74
продажа,Торговое помещение,Боровский рп.,1,0.3,C,75
продажа,Торговое помещение,КСМ,1,0.3,C,76
продажа,Торговое помещение,Мотуши,1,0.3,C,77
продажа,Торговое помещение,Тазовский п.,1,0.3,C,78
продажа,Торговое помещение,Чайка с/о (Велижанский тракт),1,0.3,C,79
продажа,Торговое помещение,Ембаево с.,1,0.3,C,80
продажа,Торговое помещение,Зырянка д.,1,0.3,C,81
продажа,Торговое помещение,Богандинский пгт,1,0.3,C,82
продажа,Торговое помещение,5-й Заречный мкр,1,0.3,C,83
продажа,Торговое помещение,Калининский округ,1,0.3,C,84
продажа,Торговое помещение,3 мкр,1,0.3,C,85
продажа,Торговое помещение,Боровое с/о,1,0.3,C,86
продажа,Торговое помещение,Маяк мкр.,1,0.3,C,87
продажа,Торговое помещение,Русское поле с/о,1,0.3,C,88
продажа,Торговое помещение,6-й микрорайон,1,0.3,C,89
продажа,Торговое помещение,Войновка мкр.,1,0.3,C,90
продажа,Торговое помещение,Салаирка с.,1,0.3,C,91
продажа,Торговое помещение,Восточный р-н,1,0.3,C,92
продажа,Торговое помещение,Перевалово с.,1,0.3,C,93
продажа,Торговое помещение,Самотлор с/о,1,0.3,C,94
продажа,Торговое помещение,Заречный мкр.,1,0.3,C,95
